,character,direction,word_count,word_rank,BC_rank,difference,ratio
0,1_officer,Betweeness,4,22,20,2,0.095
1,2_officer,Betweeness,23,21,20,1,0.048
16,Staphyla,Equal,134,20,20,0,0.0
