Source,Type,Target,Weight
 boy,undirected, de_Gard,12
 Oriana,undirected, de_Gard,40
 de_Gard,undirected, la_Castre,18
 Mirabel,undirected, Oriana,58
 Mirabel,undirected, Pinac,48
 Belleur,undirected, Pinac,21
 Belleur,undirected, Mirabel,116
 Mirabel,undirected, la_Castre,30
 Nantolet,undirected, la_Castre,15
 Lugier,undirected, Nantolet,5
 Lugier,undirected, la_Castre,9
 Nantolet,undirected, Rosalura,3
 Lugier,undirected, Rosalura,14
 Oriana,undirected, la_Castre,1
 Mirabel,undirected, Nantolet,7
 Belleur,undirected, la_Castre,7
 Belleur,undirected, Nantolet,6
 Nantolet,undirected, de_Gard,1
 Mirabel,undirected, Rosalura,39
 Lillia_Bianca,undirected, Mirabel,44
 Belleur,undirected, de_Gard,1
 Mirabel,undirected, de_Gard,26
 2_servant,undirected, Pinac,19
 Lillia_Bianca,undirected, Pinac,86
 Pinac,undirected, Rosalura,5
 Oriana,undirected, Rosalura,16
 Belleur,undirected, Rosalura,80
 Lugier,undirected, de_Gard,35
 Lillia_Bianca,undirected, Lugier,20
 Lillia_Bianca,undirected, Rosalura,44
 Lugier,undirected, Oriana,7
 Lillia_Bianca,undirected, Oriana,1
 Mirabel,undirected, boy,4
 1_gentleman,undirected, Belleur,5
 1_gentleman,undirected, 2_gentleman,1
 2_gentleman,undirected, Belleur,5
 Belleur,undirected, Lillia_Bianca,11
 Lugier,undirected, Mirabel,20
 2_servant,undirected, Mirabel,10
 2_servant,undirected, Lillia_Bianca,12
 Mariana,undirected, Pinac,1
 Mariana,undirected, Mirabel,1
 1_woman,undirected, Rosalura,1
 1_woman,undirected, 2_woman,1
 2_woman,undirected, 3_woman,1
 3_woman,undirected, Belleur,1
 4_woman,undirected, Belleur,1
 4_woman,undirected, Lillia_Bianca,1
 1_woman,undirected, Lillia_Bianca,1
 1_woman,undirected, Belleur,1
 Rosalura,undirected, de_Gard,5
 Nantolet,undirected, Oriana,2
 Belleur,undirected, factor,2
 Mirabel,undirected, factor,49
 Pinac,undirected, factor,2
 Lugier,undirected, Pinac,1
 Lillia_Bianca,undirected, de_Gard,1
 Lugier,undirected, factor,1
 Oriana,undirected, factor,7
 Rosalura,undirected, factor,5
 Lillia_Bianca,undirected, factor,5
 2_servant,undirected, factor,1
 2_servant,undirected, Rosalura,4
 Belleur,undirected, Oriana,2
 Nantolet,undirected, Pinac,1
