	character	line_rank	word_rank	WD_rank	BC_rank
0	1_gentleman	14	15	14	15
1	1_woman	15	14	15	4
2	2_gentleman	14	17	14	15
3	2_servant	11	11	11	15
4	2_woman	16	17	16	13
5	3_woman	16	18	16	8
6	4_woman	16	16	16	15
7	Belleur	2	2	2	1
8	Lillia_Bianca	3	3	3	3
9	Lugier	8	8	8	10
10	Mariana	16	15	16	15
11	Mirabel	1	1	1	2
12	Nantolet	12	12	12	12
13	Oriana	7	7	7	11
14	Pinac	5	5	5	6
15	Rosalura	4	4	4	5
16	boy	13	13	13	15
17	de_Gard	6	6	6	7
18	factor	10	10	10	9
19	la_Castre	9	9	9	14
