	character	line_rank	word_rank	WD_rank	BC_rank
0	1_gentleman	15	16	15	13
1	2_gentleman	14	17	14	13
2	Anne	5	3	5	7
3	Bernard	12	10	12	12
4	Changeable	1	2	1	1
5	Gefrey	9	12	9	6
6	John	6	4	6	2
7	Roger	7	6	7	10
8	Skales	3	7	3	8
9	Slightall	2	1	2	4
10	Treatwell	13	13	13	11
11	constable	15	15	15	16
12	husband	8	11	8	9
13	scrivener	11	14	11	15
14	usurer	10	9	10	14
15	wife	4	5	4	5
16	woman	7	8	7	3
