	character	line_rank	word_rank	WD_rank	BC_rank
0	Abigal	5	5	5	5
1	Lady	2	2	2	6
2	Loveless_elder	1	1	1	2
3	Loveless_younger	3	3	3	1
4	Martha	10	11	10	12
5	Moorecraft	7	8	7	4
6	Roger	8	7	8	9
7	Savil	6	6	6	3
8	Welford	4	4	4	8
9	captain	9	9	9	7
10	poet	13	13	13	10
11	servant	12	12	12	12
12	traveler	14	14	14	12
13	widow	11	10	11	11
