,character,lines,words,degree,weighted_degree,eigenvector,betweenness,line_rank,word_rank,degree_rank,WD_rank,BC_rank,EC_rank,count_rank,metrics_rank
0,1_sergeant,3,48,4,6,0.10192843217103528,1.5833333333333333,21,23,9,20,13,18,22,15
1,2_sergeant,1,7,2,2,0.05102467589301411,0.0,22,26,11,21,20,25,24,19
2,Allum,17,248,6,33,0.18088816436199173,2.6575396825396824,13,14,7,13,11,10,13,10
3,Bellamont,213,5175,15,388,0.34938144037969476,63.48834776334776,1,1,1,1,2,1,1,1
4,Chartley,12,100,8,24,0.18705740763218115,4.911544011544009,14,20,5,14,9,9,17,9
5,Doll,111,3080,15,188,0.3353356763525437,85.31764069264068,3,3,1,3,1,3,3,2
6,Featherstone,59,1023,11,117,0.3018062626816902,36.10367965367965,6,7,3,6,4,5,6,4
7,Full-moon,20,217,4,40,0.14080996691185396,0.49924242424242427,11,16,9,10,17,14,13,12
8,Greenshield,88,1742,10,174,0.21686903910598307,15.702813852813854,4,4,4,4,7,8,4,5
9,Hans,17,298,5,34,0.13495059645566534,0.25,13,13,8,12,19,15,13,13
10,Hornet,19,373,5,38,0.1474051723379011,0.5277777777777778,12,12,8,11,16,13,12,12
11,Kate,38,1084,7,76,0.17778338072779867,5.045238095238094,8,6,6,8,8,11,7,8
12,Leapfrog,7,59,3,14,0.09061755769032918,3.5357142857142856,18,22,10,17,10,21,20,14
13,Leverpool,25,222,11,21,0.3057942667701917,22.949783549783543,10,15,3,16,6,4,12,7
14,Mayberry,139,3213,13,271,0.34036880159565774,38.748268398268394,2,2,2,2,3,2,2,2
15,Philip,43,768,11,86,0.3000742172183075,28.87972582972583,7,8,3,7,5,6,7,5
16,bawd,9,377,4,14,0.1150032355124,1.3004329004329003,16,11,9,17,15,17,13,14
17,captain,61,1569,7,118,0.2466432628872645,1.4246753246753245,5,5,6,5,14,7,5,8
18,chamberlain,4,111,2,8,0.06052460892980017,0.0,20,19,11,19,20,24,19,18
19,drawer,4,46,3,8,0.09664180143585888,0.0,20,24,10,19,20,19,22,17
20,hostess,3,81,2,6,0.06151525728930968,0.0,21,21,11,20,20,23,21,18
21,mrs_Mayberry,27,732,5,54,0.16175775626993588,0.0,9,9,8,9,20,12,9,12
22,musician,8,126,4,14,0.11921389562525615,0.34090909090909094,17,18,9,17,18,16,17,15
23,prentice,5,155,2,10,0.08048747166272964,0.0,19,17,11,18,20,22,18,17
24,squirrel,11,437,4,22,0.09184451519516276,1.7333333333333334,15,10,9,15,12,20,12,14
25,tailor,1,20,1,2,0.03913057090147741,0.0,22,25,12,21,20,26,23,19
