,character,lines,words,degree,weighted_degree,eigenvector,betweenness,line_rank,word_rank,degree_rank,WD_rank,BC_rank,EC_rank,count_rank,metrics_rank
0,1_knight,1,108,2,2,0.07956464638471371,0.0,20,17,12,20,15,21,18,17
1,1_soldier,1,9,1,2,0.03771570867470291,0.0,20,23,13,20,15,27,21,18
2,2_boy,1,8,1,2,0.020515192628078906,0.0,20,24,13,20,15,29,22,19
3,2_knight,2,94,3,4,0.09006639996357389,0.0,19,18,11,19,15,20,18,16
4,2_soldier,1,8,1,2,0.03771570867470294,0.0,20,24,13,20,15,26,22,18
5,George,9,287,6,18,0.17396624824917326,1.0833333333333333,13,12,8,13,11,11,12,10
6,Greengoose,4,29,2,8,0.05149730432564835,0.0,18,22,12,18,15,25,20,17
7,Hammerton,2,6,2,4,0.051497304325648356,0.0,19,25,12,19,15,24,22,17
8,Humphrey,50,1430,8,100,0.2440245228694653,1.6785714285714284,7,6,6,7,10,7,6,7
9,Jasper,54,1857,10,108,0.2829162509699985,7.580952380952382,5,5,5,5,7,6,5,5
10,Lady,8,203,3,16,0.11351712617034214,0.0,14,14,11,14,15,15,14,13
11,Luce,49,1150,8,98,0.23041809650978023,2.2023809523809526,8,9,6,8,9,8,8,7
12,Michael,12,108,3,24,0.11126562501307537,0.0,12,17,11,12,15,16,14,13
13,Rafe,77,3746,22,154,0.35456142642937066,154.71190476190478,3,2,1,3,1,2,2,1
14,Tim,6,66,4,12,0.1281645389693433,0.2,16,19,10,16,14,14,17,13
15,barber,8,140,2,16,0.0795646463847136,0.0,14,16,12,14,15,22,15,15
16,boy,35,530,7,70,0.21304241117189576,0.3333333333333333,10,10,7,10,13,9,10,9
17,citizen,119,2140,13,237,0.3191837058514854,23.280952380952375,2,3,3,2,5,3,2,3
18,host,7,394,3,14,0.09467956282886558,0.0,15,11,11,15,15,18,13,14
19,man,4,145,4,8,0.09872588530804667,0.3333333333333333,18,15,10,18,13,17,16,14
20,merchant,59,1411,11,118,0.2859751015110054,35.78333333333333,4,7,4,4,3,5,5,4
21,mrs_Merrithought,43,1355,11,86,0.2980175793228014,10.364285714285714,9,8,4,9,6,4,8,5
22,old_Merrithought,53,1911,7,104,0.19286117687518808,27.0,6,4,7,6,4,10,5,6
23,prologue,17,228,2,34,0.07580141749563908,0.0,11,13,12,11,15,23,12,15
24,sergeant,4,53,6,8,0.12955933705547545,7.166666666666665,18,20,8,18,8,13,19,11
25,servant,1,5,1,2,0.030419985968090694,0.0,20,26,13,20,15,28,23,19
26,tapster,5,40,5,10,0.1420937461634845,0.6666666666666666,17,21,9,17,12,12,19,12
27,wife,134,4007,21,265,0.3934174796234845,103.61428571428573,1,1,2,1,2,1,1,1
28,woman,2,4,3,4,0.090066399963574,0.0,19,27,11,19,15,19,23,16
